,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
1620, 3 Series,2019,27472,Semi-Auto,8200,Petrol,150,42.2,2.0
1621, X2,2019,26612,Semi-Auto,3000,Petrol,150,38.7,2.0
1622, X5,2019,48090,Automatic,123,Diesel,145,36.7,3.0
1623, X5,2019,48090,Automatic,123,Diesel,145,36.7,3.0
1624, X5,2019,48090,Automatic,123,Diesel,145,36.7,3.0
1625, 1 Series,2014,14112,Semi-Auto,64995,Petrol,235,37.7,3.0
1626, 2 Series,2016,18412,Semi-Auto,22459,Diesel,145,55.4,2.0
1627, 3 Series,2014,13252,Semi-Auto,41692,Diesel,30,62.8,2.0
1628, 5 Series,2017,23920,Automatic,24232,Diesel,145,53.3,3.0
1629, i8,2019,74226,Automatic,10,Hybrid,135,141.2,1.5
1630, 5 Series,2014,12630,Semi-Auto,80826,Diesel,30,62.8,2.0
1631, 4 Series,2018,20462,Manual,24368,Petrol,150,42.8,2.0
1632, X5,2016,32809,Automatic,25898,Diesel,205,47.1,3.0
1633, X6,2018,37900,Semi-Auto,11500,Diesel,150,40.9,3.0
1634, 4 Series,2018,20397,Automatic,12421,Diesel,145,65.7,2.0
1635, 3 Series,2018,20940,Automatic,9200,Petrol,145,48.7,2.0
1636, 2 Series,2018,15297,Automatic,9754,Petrol,145,40.9,1.5
1637, 1 Series,2020,32451,Semi-Auto,206,Diesel,145,48.7,2.0
1638, 4 Series,2020,32748,Semi-Auto,16,Diesel,145,60.1,2.0
1639, 4 Series,2020,35100,Semi-Auto,16,Diesel,145,51.4,3.0
1640, X3,2015,22202,Semi-Auto,15712,Diesel,145,54.3,2.0
1641, 3 Series,2018,22162,Semi-Auto,14344,Diesel,145,64.2,2.0
1642, 4 Series,2019,28532,Semi-Auto,3030,Diesel,145,58.9,2.0
1643, 2 Series,2019,20949,Manual,123,Petrol,145,42.8,1.5
1644, 5 Series,2019,38260,Automatic,123,Diesel,145,60.1,3.0
1645, X2,2019,34368,Automatic,123,Petrol,145,34.0,2.0
1646, X2,2019,34368,Automatic,123,Petrol,145,34.0,2.0
1647, X2,2019,34368,Automatic,123,Petrol,145,34.0,2.0
1648, X1,2019,28560,Manual,123,Diesel,145,68.9,2.0
1649, 2 Series,2019,25671,Automatic,123,Petrol,145,47.9,2.0
1650, 1 Series,2016,18112,Semi-Auto,18457,Diesel,125,60.1,2.0
1651, X6,2018,40092,Semi-Auto,11637,Diesel,145,44.8,3.0
1652, X2,2019,28266,Semi-Auto,2367,Petrol,145,39.2,2.0
1653, 4 Series,2019,32170,Automatic,3000,Petrol,145,41.5,3.0
1654, X1,2019,30850,Semi-Auto,7778,Diesel,145,50.4,2.0
1655, X3,2019,42830,Automatic,8911,Diesel,145,36.7,3.0
1656, 1 Series,2017,19548,Manual,20485,Petrol,145,36.2,3.0
1657, 1 Series,2015,11209,Manual,41372,Diesel,20,72.4,1.5
1658, X2,2019,33520,Semi-Auto,3235,Petrol,145,34.0,2.0
1659, X4,2019,37540,Automatic,4002,Diesel,145,42.8,2.0
1660, 2 Series,2019,23920,Manual,3156,Diesel,145,60.1,2.0
1661, 4 Series,2019,28970,Semi-Auto,5402,Diesel,145,60.1,2.0
1662, 3 Series,2016,16892,Semi-Auto,24435,Diesel,30,64.2,2.0
1663, 4 Series,2019,26352,Semi-Auto,3334,Diesel,145,65.7,2.0
1664, X4,2019,39263,Semi-Auto,6170,Diesel,145,40.9,3.0
1665, 6 Series,2019,34442,Semi-Auto,16935,Diesel,145,47.9,3.0
1666, X1,2017,17491,Manual,25818,Diesel,125,60.1,2.0
1667, 2 Series,2018,17722,Manual,19571,Petrol,145,52.3,1.5
1668, 2 Series,2020,35440,Semi-Auto,600,Petrol,145,36.2,2.0
1669, X2,2019,28955,Semi-Auto,5313,Diesel,145,48.7,2.0
1670, X3,2019,57680,Automatic,1405,Petrol,145,24.8,3.0
1671, X7,2019,67120,Automatic,10,Diesel,145,33.6,3.0
1672, 3 Series,2019,27596,Automatic,12608,Diesel,145,52.3,2.0
1673, 1 Series,2019,24600,Semi-Auto,7072,Petrol,145,40.4,1.5
1674, 3 Series,2019,39600,Automatic,10850,Diesel,145,43.5,3.0
1675, 2 Series,2019,25460,Semi-Auto,5440,Diesel,145,60.1,2.0
1676, 5 Series,2019,36380,Automatic,5799,Diesel,145,53.3,3.0
1677, 3 Series,2019,26580,Semi-Auto,13216,Diesel,145,60.1,2.0
1678, 2 Series,2019,19880,Semi-Auto,7916,Diesel,145,51.4,2.0
1679, 5 Series,2017,16202,Semi-Auto,52590,Diesel,125,60.1,2.0
1680, X1,2017,16514,Automatic,60792,Diesel,145,55.4,2.0
1681, X5,2016,31362,Automatic,34356,Diesel,200,47.1,3.0
1682, X4,2019,42460,Automatic,2188,Petrol,145,26.9,3.0
1683, 5 Series,2019,38050,Semi-Auto,2269,Diesel,145,51.4,3.0
1684, 4 Series,2019,27990,Semi-Auto,1000,Diesel,145,56.5,3.0
1685, X5,2019,49990,Semi-Auto,751,Petrol,145,27.2,3.0
1686, X3,2016,20990,Semi-Auto,32040,Diesel,145,54.3,2.0
1687, 4 Series,2020,30137,Semi-Auto,16,Diesel,150,60.1,2.0
1688, 2 Series,2019,21773,Automatic,123,Diesel,145,49.6,2.0
1689, 1 Series,2019,20600,Automatic,143,Diesel,145,70.6,2.0
1690, 2 Series,2019,21773,Automatic,123,Diesel,145,49.6,2.0
1691, 2 Series,2019,20638,Manual,123,Diesel,145,51.4,2.0
1692, 2 Series,2019,20638,Manual,123,Diesel,145,51.4,2.0
1693, 2 Series,2019,22773,Automatic,153,Diesel,145,49.6,2.0
1694, X4,2017,22973,Semi-Auto,46363,Diesel,145,54.3,2.0
1695, 5 Series,2017,21995,Automatic,18820,Diesel,145,65.7,2.0
1696, X1,2016,15500,Semi-Auto,52061,Diesel,30,65.7,2.0
1697, 1 Series,2019,25976,Manual,1357,Diesel,145,53.3,2.0
1698, X2,2019,28150,Semi-Auto,6950,Diesel,145,58.9,2.0
1699, X4,2019,37990,Automatic,8526,Diesel,145,40.9,3.0
1700, 2 Series,2019,21600,Semi-Auto,5000,Diesel,145,48.7,2.0
1701, 5 Series,2019,26566,Automatic,6384,Diesel,145,62.8,2.0
1702, 2 Series,2019,21460,Manual,7710,Diesel,145,60.1,2.0
1703, 1 Series,2014,9352,Manual,63669,Diesel,20,68.9,2.0
1704, X7,2019,76970,Semi-Auto,10,Diesel,145,31.4,3.0
1705, 2 Series,2020,23380,Semi-Auto,666,Diesel,145,51.4,2.0
1706, M4,2020,48630,Semi-Auto,99,Petrol,145,34.0,3.0
1707, 4 Series,2018,21792,Automatic,9807,Diesel,145,65.7,2.0
1708, 3 Series,2019,28013,Semi-Auto,7165,Petrol,145,41.5,2.0
1709, X3,2019,34222,Semi-Auto,2973,Petrol,145,30.4,2.0
1710, 2 Series,2019,21990,Semi-Auto,2500,Petrol,145,39.2,1.5
1711, 4 Series,2019,24990,Semi-Auto,1000,Petrol,145,48.7,2.0
1712, X3,2016,18995,Semi-Auto,34274,Diesel,145,54.3,2.0
1713, X3,2017,26692,Automatic,18673,Diesel,145,47.1,3.0
1714, 4 Series,2019,31175,Manual,123,Petrol,145,46.3,2.0
1715, 4 Series,2019,31356,Automatic,123,Petrol,145,48.7,2.0
1716, 1 Series,2017,15500,Manual,53248,Diesel,145,65.7,2.0
1717, 3 Series,2014,18000,Automatic,67455,Diesel,160,50.4,3.0
1718, 1 Series,2016,12965,Automatic,23899,Petrol,30,58.9,1.5
1719, 1 Series,2013,10965,Automatic,37808,Diesel,30,64.2,2.0
1720, 3 Series,2019,19965,Semi-Auto,14153,Diesel,145,64.2,2.0
1721, X1,2016,17498,Manual,19060,Diesel,125,58.9,2.0
1722, X1,2016,17367,Manual,18361,Diesel,125,58.9,2.0
1723, X1,2019,24790,Automatic,3414,Petrol,145,37.7,2.0
1724, 2 Series,2019,24240,Semi-Auto,1415,Diesel,145,49.6,2.0
1725, X3,2015,16680,Semi-Auto,70864,Diesel,150,54.3,2.0
1726, 1 Series,2017,12390,Semi-Auto,42852,Diesel,20,72.4,1.5
1727, 5 Series,2016,14890,Semi-Auto,29840,Diesel,30,65.7,2.0
1728, 1 Series,2019,22990,Manual,5023,Diesel,145,53.3,2.0
1729, 2 Series,2019,18260,Manual,5328,Petrol,145,44.1,1.5
1730, 1 Series,2019,24990,Automatic,8458,Diesel,145,51.4,2.0
1731, X6,2019,55990,Automatic,6222,Diesel,145,34.9,3.0
1732, 4 Series,2019,22810,Automatic,5984,Petrol,145,48.7,2.0
1733, 2 Series,2019,21390,Automatic,14380,Diesel,145,47.1,2.0
1734, 2 Series,2019,19850,Automatic,10649,Diesel,145,49.6,2.0
1735, 4 Series,2019,26820,Semi-Auto,8598,Diesel,145,60.1,2.0
1736, 3 Series,2019,27770,Semi-Auto,4050,Diesel,145,60.1,2.0
1737, 3 Series,2013,8480,Manual,48681,Petrol,150,47.9,1.6
1738, X1,2016,17490,Manual,20516,Diesel,125,58.9,2.0
1739, 1 Series,2017,17160,Automatic,26213,Petrol,145,47.9,2.0
1740, 2 Series,2017,16491,Semi-Auto,22080,Petrol,145,48.7,2.0
1741, 4 Series,2019,25910,Semi-Auto,5029,Petrol,145,48.7,2.0
1742, X1,2019,27380,Semi-Auto,1940,Diesel,145,65.7,2.0
1743, X6,2019,64690,Automatic,3000,Petrol,145,26.4,3.0
1744, M2,2019,48200,Automatic,1500,Petrol,145,29.1,3.0
1745, X6,2019,68522,Semi-Auto,11330,Diesel,145,33.2,3.0
1746, 3 Series,2019,25560,Semi-Auto,3000,Diesel,145,62.8,2.0
1747, 5 Series,2019,30570,Automatic,3067,Hybrid,145,49.6,2.0
1748, X2,2019,32690,Semi-Auto,3000,Diesel,145,58.9,2.0
1749, 3 Series,2019,27998,Semi-Auto,11658,Diesel,150,48.7,2.0
1750, 1 Series,2017,20500,Semi-Auto,25190,Petrol,145,39.8,3.0
1751, 1 Series,2017,21995,Semi-Auto,23000,Petrol,145,39.8,3.0
1752, 1 Series,2017,20998,Semi-Auto,14992,Petrol,145,39.8,3.0
1753, 3 Series,2015,16365,Semi-Auto,48812,Diesel,160,51.4,3.0
1754, 4 Series,2019,20995,Automatic,6004,Diesel,145,65.7,2.0
1755, X6,2013,15380,Semi-Auto,71522,Diesel,300,38.2,3.0
1756, 3 Series,2017,14691,Semi-Auto,38326,Petrol,145,51.4,2.0
1757, 1 Series,2014,9491,Manual,25174,Diesel,20,68.9,2.0
1758, 3 Series,2016,10591,Manual,62674,Diesel,20,72.4,2.0
1759, 2 Series,2018,15700,Manual,6889,Petrol,145,57.6,1.5
1760, 3 Series,2016,12207,Automatic,55293,Diesel,20,74.3,2.0
1761, 3 Series,2017,14430,Manual,26818,Petrol,145,49.6,1.5
1762, 3 Series,2017,19645,Semi-Auto,27900,Diesel,150,64.2,2.0
1763, 3 Series,2018,19765,Semi-Auto,24965,Petrol,145,48.7,2.0
1764, 3 Series,2015,12245,Semi-Auto,27721,Diesel,30,64.2,2.0
1765, 1 Series,2016,10950,Manual,30341,Diesel,20,72.4,1.5
1766, 1 Series,2013,6491,Manual,73000,Diesel,0,74.3,1.6
1767, 2 Series,2017,15991,Semi-Auto,12887,Petrol,145,55.4,1.5
1768, 2 Series,2014,13342,Manual,36849,Petrol,160,44.8,2.0
1769, 5 Series,2018,28000,Semi-Auto,25411,Diesel,145,60.1,3.0
1770, 3 Series,2014,10100,Manual,41738,Diesel,30,62.8,2.0
1771, X6,2020,65352,Semi-Auto,3158,Petrol,145,26.4,3.0
1772, X2,2019,31084,Semi-Auto,3096,Petrol,145,36.2,2.0
1773, 4 Series,2018,18210,Manual,17672,Petrol,145,46.3,2.0
1774, 4 Series,2016,19000,Manual,10267,Petrol,200,43.5,2.0
1775, X1,2016,17770,Semi-Auto,34290,Diesel,125,57.6,2.0
1776, X1,2019,19980,Manual,7113,Petrol,145,51.4,1.5
1777, 1 Series,2017,20750,Semi-Auto,16977,Petrol,200,39.8,3.0
1778, 5 Series,2016,13465,Semi-Auto,71203,Diesel,125,60.1,2.0
1779, 1 Series,2016,13998,Semi-Auto,35441,Diesel,30,65.7,2.0
1780, 3 Series,2017,14498,Manual,24719,Diesel,150,67.3,2.0
1781, 3 Series,2019,24998,Semi-Auto,13957,Diesel,150,52.3,2.0
1782, X1,2016,16000,Manual,37201,Diesel,125,58.9,2.0
1783, 3 Series,2017,17998,Semi-Auto,24253,Diesel,150,64.2,2.0
1784, 1 Series,2015,12998,Semi-Auto,32435,Diesel,20,68.9,1.5
1785, 2 Series,2015,16342,Semi-Auto,31383,Petrol,160,47.1,2.0
1786, X1,2014,10872,Manual,50716,Diesel,160,51.4,2.0
1787, 4 Series,2016,19642,Semi-Auto,23575,Diesel,125,60.1,2.0
1788, 7 Series,2017,33682,Semi-Auto,6431,Diesel,145,54.3,3.0
1789, 3 Series,2013,14612,Automatic,41114,Diesel,125,57.6,3.0
1790, 4 Series,2015,18272,Semi-Auto,33864,Diesel,125,60.1,2.0
1791, 2 Series,2017,19212,Automatic,13301,Diesel,145,57.7,2.0
1792, 3 Series,2014,11520,Manual,62828,Diesel,125,61.4,2.0
1793, 3 Series,2014,11128,Manual,67232,Diesel,125,57.6,2.0
1794, 1 Series,2015,9681,Manual,40176,Petrol,145,50.4,1.6
1795, 1 Series,2017,12290,Manual,31268,Diesel,150,72.4,1.5
1796, 2 Series,2016,16322,Semi-Auto,47254,Diesel,125,61.4,2.0
1797, 5 Series,2018,27750,Automatic,24460,Diesel,145,60.1,3.0
1798, X4,2019,42412,Semi-Auto,3414,Diesel,145,37.2,3.0
1799, M3,2017,37572,Semi-Auto,30573,Petrol,300,34.0,3.0
1800, 3 Series,2018,20732,Semi-Auto,7856,Diesel,145,64.2,2.0
1801, X3,2018,29022,Automatic,6716,Diesel,145,56.5,2.0
1802, X5,2016,33522,Automatic,51536,Diesel,235,42.8,3.0
1803, 1 Series,2019,31723,Semi-Auto,1129,Diesel,145,60.1,2.0
1804, 5 Series,2018,28992,Automatic,19625,Diesel,145,53.3,3.0
1805, 4 Series,2016,17782,Semi-Auto,34942,Diesel,30,65.7,2.0
1806, 2 Series,2016,10242,Manual,51577,Petrol,30,57.6,1.5
1807, X1,2017,17621,Semi-Auto,27531,Diesel,30,65.7,2.0
1808, 1 Series,2018,14012,Manual,17143,Petrol,150,38.7,1.5
1809, 5 Series,2019,27241,Semi-Auto,7657,Hybrid,150,49.6,2.0
1810, X5,2016,31581,Automatic,7658,Diesel,205,47.1,3.0
1811, 6 Series,2016,19916,Automatic,43525,Diesel,160,51.4,3.0
1812, 3 Series,2019,22780,Semi-Auto,11944,Petrol,145,44.8,2.0
1813, 8 Series,2019,88980,Semi-Auto,88,Petrol,145,24.4,4.4
1814, 4 Series,2019,22446,Automatic,10164,Diesel,145,65.7,2.0
1815, 4 Series,2019,24016,Automatic,4349,Diesel,145,60.1,2.0
1816, 3 Series,2017,19836,Automatic,28411,Diesel,145,51.4,3.0
1817, 2 Series,2017,15582,Semi-Auto,10556,Diesel,20,68.9,2.0
1818, 2 Series,2016,15342,Manual,37828,Petrol,205,42.8,2.0
1819, 2 Series,2019,26830,Semi-Auto,4789,Petrol,145,46.3,2.0
1820, 3 Series,2019,37980,Semi-Auto,3078,Petrol,145,34.9,3.0
1821, 4 Series,2019,22380,Semi-Auto,9846,Diesel,145,65.7,2.0
1822, X5,2019,44980,Semi-Auto,7383,Diesel,145,37.7,3.0
1823, 1 Series,2017,16980,Manual,24985,Diesel,145,70.6,1.5
1824, 2 Series,2019,23980,Semi-Auto,8452,Diesel,145,61.4,2.0
1825, 7 Series,2019,47980,Automatic,339,Petrol,145,34.5,3.0
1826, 1 Series,2018,18480,Semi-Auto,17402,Petrol,145,47.9,2.0
1827, 3 Series,2019,27280,Semi-Auto,7311,Petrol,145,42.2,2.0
1828, X1,2019,26280,Semi-Auto,3646,Petrol,145,48.7,2.0
1829, 2 Series,2019,18980,Manual,5500,Petrol,145,42.8,1.5
1830, X3,2019,35480,Semi-Auto,9000,Diesel,145,54.3,2.0
1831, 1 Series,2019,17250,Manual,6824,Petrol,145,53.3,1.5
1832, 1 Series,2019,17250,Manual,4028,Petrol,145,53.3,1.5
1833, 1 Series,2019,17250,Manual,4122,Petrol,145,53.3,1.5
1834, 1 Series,2019,17250,Manual,11699,Petrol,145,53.3,1.5
1835, 3 Series,2019,25780,Semi-Auto,7004,Petrol,145,45.6,2.0
1836, 5 Series,2019,26480,Semi-Auto,5130,Diesel,145,65.7,2.0
1837, 2 Series,2019,18980,Semi-Auto,5992,Petrol,145,50.4,2.0
1838, 3 Series,2019,40980,Semi-Auto,6250,Diesel,145,43.5,3.0
1839, 4 Series,2019,25780,Semi-Auto,9326,Diesel,145,65.7,2.0
1840, 4 Series,2019,25480,Semi-Auto,8042,Diesel,145,65.7,2.0
1841, 3 Series,2017,19480,Semi-Auto,17610,Petrol,145,48.7,2.0
1842, X3,2019,30980,Automatic,6332,Diesel,145,54.3,2.0
1843, 1 Series,2016,11980,Automatic,25204,Petrol,30,58.9,1.5
1844, X1,2017,17980,Semi-Auto,53850,Diesel,150,57.6,2.0
1845, 2 Series,2018,16980,Manual,19853,Diesel,150,64.2,2.0
1846, 3 Series,2020,39950,Semi-Auto,1204,Petrol,150,33.6,3.0
1847, 4 Series,2016,15980,Semi-Auto,66037,Diesel,30,65.7,2.0
1848, X7,2019,74480,Automatic,7278,Diesel,145,31.4,3.0
1849, X2,2019,28480,Semi-Auto,3282,Petrol,145,39.8,2.0
1850, 2 Series,2019,25780,Semi-Auto,4418,Diesel,150,48.7,2.0
1851, X1,2019,27280,Automatic,5231,Petrol,145,48.7,2.0
1852, 3 Series,2016,18980,Semi-Auto,29902,Diesel,145,53.3,3.0
1853, X3,2017,29980,Semi-Auto,25101,Diesel,150,47.9,3.0
1854, X1,2020,29970,Semi-Auto,1241,Diesel,145,60.1,2.0
1855, 1 Series,2020,28790,Semi-Auto,953,Diesel,145,51.4,2.0
1856, 1 Series,2019,24280,Manual,1947,Petrol,145,41.5,1.5
1857, 4 Series,2017,20480,Semi-Auto,26814,Diesel,145,55.4,3.0
1858, 1 Series,2016,14880,Manual,19882,Diesel,30,65.7,2.0
1859, 4 Series,2015,15480,Automatic,50145,Petrol,200,43.5,2.0
1860, 4 Series,2016,22480,Automatic,25742,Diesel,145,55.4,3.0
1861, 1 Series,2017,15280,Automatic,14709,Diesel,145,72.4,1.5
1862, 4 Series,2019,28170,Semi-Auto,9647,Diesel,145,58.9,2.0
1863, 5 Series,2017,22322,Semi-Auto,42295,Diesel,145,60.1,2.0
1864, 1 Series,2019,21670,Semi-Auto,7065,Petrol,145,42.8,1.5
1865, 1 Series,2013,11200,Semi-Auto,10239,Petrol,145,48.7,1.6
1867, X1,2017,20092,Semi-Auto,25610,Petrol,160,44.8,2.0
1868, 2 Series,2019,20190,Manual,4648,Petrol,145,42.8,1.5
1869, 3 Series,2019,32790,Automatic,3750,Diesel,145,52.3,2.0
1870, Z4,2019,32970,Automatic,467,Petrol,145,38.7,2.0
1871, 2 Series,2019,21205,Semi-Auto,9148,Petrol,145,50.4,1.5
1872, X2,2019,29325,Semi-Auto,8859,Diesel,145,50.4,2.0
1873, X1,2017,19832,Semi-Auto,15242,Diesel,145,57.6,2.0
1874, X5,2017,36980,Automatic,18231,Diesel,145,42.8,3.0
1875, X1,2015,14995,Manual,39000,Diesel,125,58.9,2.0
1876, 3 Series,2014,9698,Semi-Auto,62121,Diesel,125,60.1,2.0
1877, X1,2017,17998,Semi-Auto,41604,Diesel,150,55.4,2.0
1878, 1 Series,2017,20498,Semi-Auto,29319,Petrol,200,39.8,3.0
1879, X1,2017,22698,Automatic,3209,Petrol,160,44.8,2.0
1880, 5 Series,2014,15498,Semi-Auto,35822,Diesel,165,51.4,3.0
1881, X1,2017,20998,Semi-Auto,16216,Diesel,150,55.4,2.0
1882, X2,2019,31680,Semi-Auto,103,Diesel,145,58.9,2.0
1883, 1 Series,2019,31790,Semi-Auto,8211,Petrol,145,34.5,2.0
1884, 1 Series,2019,26413,Manual,12262,Petrol,145,41.5,1.5
1885, 5 Series,2019,32400,Semi-Auto,7111,Diesel,145,55.4,2.0
1886, X1,2019,24000,Semi-Auto,5547,Diesel,145,47.9,2.0
1887, 1 Series,2018,15291,Manual,16891,Petrol,150,53.3,1.5
1888, X4,2017,26191,Semi-Auto,37114,Diesel,200,47.9,3.0
1889, 3 Series,2018,17899,Semi-Auto,40500,Petrol,145,48.7,2.0
1890, 1 Series,2016,16117,Manual,25231,Petrol,300,35.3,3.0
1891, 3 Series,2017,19830,Semi-Auto,39664,Diesel,145,49.6,3.0
1892, 1 Series,2016,14017,Manual,12670,Diesel,20,70.6,1.5
1893, 1 Series,2017,16498,Manual,16706,Diesel,150,62.8,2.0
1894, 3 Series,2013,10298,Manual,60211,Diesel,125,60.1,2.0
1895, 2 Series,2018,16998,Manual,4302,Petrol,145,40.9,1.5
1896, 4 Series,2018,20998,Semi-Auto,18392,Diesel,150,65.7,2.0
1897, 1 Series,2014,13750,Semi-Auto,20000,Diesel,30,64.2,2.0
1898, 3 Series,2016,19250,Semi-Auto,37679,Diesel,150,53.3,3.0
1899, 3 Series,2015,18555,Semi-Auto,51416,Diesel,145,53.3,3.0
1900, 4 Series,2020,31003,Semi-Auto,2400,Diesel,145,50.4,3.0
1901, 4 Series,2020,27003,Semi-Auto,1816,Petrol,145,48.7,2.0
1902, 1 Series,2014,8690,Manual,51344,Diesel,30,65.7,2.0
1903, 2 Series,2019,21097,Semi-Auto,7947,Diesel,145,47.1,2.0
1904, 1 Series,2019,23997,Semi-Auto,8423,Petrol,145,39.8,3.0
1905, 7 Series,2019,49990,Semi-Auto,5364,Diesel,145,44.1,3.0
1906, 5 Series,2019,42650,Semi-Auto,4000,Petrol,145,50.4,2.0
1907, M5,2019,61797,Semi-Auto,4419,Petrol,145,26.9,4.4
1908, X3,2019,35991,Semi-Auto,8667,Diesel,150,54.3,2.0
1909, 1 Series,2017,21490,Semi-Auto,25954,Petrol,150,39.8,3.0
1910, 4 Series,2015,15361,Manual,43745,Diesel,125,60.1,2.0
1911, 3 Series,2015,12110,Manual,54905,Diesel,125,58.9,2.0
1912, 3 Series,2016,12180,Manual,56763,Diesel,20,68.9,2.0
1913, X1,2013,9527,Semi-Auto,60973,Diesel,145,56.5,2.0
1914, 1 Series,2017,19990,Automatic,27108,Petrol,145,39.8,3.0
1915, 3 Series,2014,11491,Manual,64021,Diesel,125,57.6,2.0
1916, 5 Series,2017,27399,Semi-Auto,23607,Diesel,145,51.4,3.0
1917, 5 Series,2016,17980,Semi-Auto,32205,Diesel,30,62.8,2.0
1918, X1,2020,25480,Semi-Auto,24,Diesel,145,60.1,2.0
1919, 2 Series,2020,20980,Semi-Auto,9,Petrol,145,50.4,1.5
1920, 2 Series,2020,20980,Semi-Auto,12,Petrol,145,50.4,1.5
1921, 1 Series,2019,21980,Manual,821,Diesel,145,72.4,1.5
1922, 6 Series,2020,33490,Semi-Auto,101,Petrol,145,42.8,2.0
1923, 3 Series,2020,26980,Semi-Auto,101,Diesel,145,62.8,2.0
1924, 3 Series,2019,22480,Semi-Auto,6191,Diesel,145,55.4,2.0
1925, 1 Series,2019,20980,Manual,8617,Petrol,145,44.1,1.5
1926, 1 Series,2019,17980,Semi-Auto,8211,Diesel,145,74.3,2.0
1927, Z4,2019,31990,Semi-Auto,9950,Petrol,145,38.7,2.0
1928, X2,2020,28993,Semi-Auto,101,Diesel,145,61.4,2.0
1929, M4,2020,49623,Semi-Auto,2024,Petrol,145,34.0,3.0
1930, X1,2020,27493,Manual,3609,Diesel,145,39.2,2.0
1931, 4 Series,2019,28000,Semi-Auto,6451,Diesel,145,58.9,2.0
1932, M4,2019,44500,Semi-Auto,5644,Petrol,145,34.0,3.0
1933, 2 Series,2019,19990,Manual,6361,Diesel,145,51.4,2.0
1934, 3 Series,2015,14391,Semi-Auto,56262,Diesel,30,62.8,2.0
1935, 5 Series,2018,23891,Semi-Auto,23652,Diesel,145,48.7,2.0
1936, X3,2019,30990,Semi-Auto,20423,Petrol,145,30.4,2.0
1937, X2,2019,31790,Semi-Auto,4169,Petrol,145,34.0,2.0
1938, X3,2020,36853,Semi-Auto,2479,Diesel,145,54.3,2.0
1939, Z4,2020,34993,Semi-Auto,3100,Petrol,145,38.7,2.0
1940, 5 Series,2020,35493,Semi-Auto,5658,Petrol,145,50.4,2.0
1941, 3 Series,2017,15890,Manual,34588,Diesel,145,64.2,2.0
1942, 2 Series,2018,20990,Semi-Auto,13268,Petrol,145,47.9,2.0
1943, 1 Series,2019,18990,Semi-Auto,4539,Diesel,145,70.6,2.0
1944, 3 Series,2019,31990,Semi-Auto,4893,Diesel,145,52.3,2.0
1945, X4,2016,25041,Semi-Auto,28480,Diesel,200,47.1,3.0
1946, 1 Series,2016,15690,Semi-Auto,26386,Diesel,20,67.3,2.0
1947, X1,2017,21050,Semi-Auto,18099,Diesel,145,57.6,2.0
1948, 1 Series,2017,14066,Semi-Auto,43260,Petrol,145,55.5,1.5
1949, 3 Series,2016,19581,Semi-Auto,26949,Diesel,160,51.4,3.0
1950, 3 Series,2015,16237,Semi-Auto,37466,Diesel,145,56.5,3.0
1951, 1 Series,2017,16995,Automatic,19654,Petrol,145,54.3,1.5
1952, 4 Series,2019,24491,Semi-Auto,6462,Diesel,150,58.9,2.0
1953, 2 Series,2017,16191,Semi-Auto,23295,Diesel,20,68.9,2.0
1954, X1,2016,19497,Semi-Auto,29959,Diesel,145,55.4,2.0
1955, X1,2019,24500,Semi-Auto,8410,Petrol,145,47.9,2.0
1956, 5 Series,2019,28991,Semi-Auto,4636,Petrol,145,50.4,2.0
1957, X2,2020,32403,Semi-Auto,2580,Petrol,145,39.8,2.0
1958, X7,2019,72430,Semi-Auto,6391,Diesel,145,33.6,3.0
1959, 4 Series,2014,13591,Manual,73417,Diesel,125,57.6,2.0
1960, 1 Series,2017,17490,Semi-Auto,10571,Diesel,30,65.7,2.0
1961, 3 Series,2017,16490,Semi-Auto,30835,Diesel,145,70.6,2.0
1962, 4 Series,2015,16678,Semi-Auto,37041,Diesel,125,57.6,2.0
1963, 1 Series,2017,19990,Automatic,26841,Petrol,145,39.8,3.0
1964, 1 Series,2018,17390,Semi-Auto,11690,Diesel,145,45.6,2.0
1965, 4 Series,2016,22991,Semi-Auto,25220,Diesel,160,49.6,3.0
1966, X2,2018,24297,Semi-Auto,13325,Diesel,145,58.9,2.0
1967, X3,2016,24390,Semi-Auto,45646,Diesel,200,47.1,3.0
1968, 4 Series,2017,20217,Manual,31959,Petrol,145,43.5,2.0
1969, 2 Series,2019,21980,Automatic,5913,Hybrid,135,148.7,1.5
1970, X1,2019,26480,Semi-Auto,9027,Diesel,145,50.4,2.0
1971, 2 Series,2019,25780,Semi-Auto,2859,Diesel,145,48.7,2.0
1972, X5,2019,49980,Semi-Auto,5041,Diesel,145,37.7,3.0
1973, 1 Series,2018,16980,Manual,20100,Petrol,150,37.2,1.5
1974, 1 Series,2019,26980,Automatic,1250,Petrol,145,40.4,1.5
1975, X3,2014,19295,Semi-Auto,18458,Diesel,145,54.3,2.0
1976, 5 Series,2015,14160,Automatic,41075,Diesel,30,62.8,2.0
1977, 4 Series,2015,13750,Manual,34457,Petrol,160,44.8,2.0
1978, 1 Series,2015,14391,Semi-Auto,42770,Diesel,125,61.4,2.0
1979, X3,2015,19540,Semi-Auto,39370,Diesel,145,54.3,2.0
1980, 3 Series,2015,12217,Manual,58943,Diesel,125,61.4,2.0
1981, 3 Series,2016,19400,Semi-Auto,19060,Diesel,145,53.3,3.0
1982, 3 Series,2018,19357,Semi-Auto,15893,Diesel,145,64.2,2.0
