año,mes,nacion,4 y 5 estrellas,3 estrellas,2 estrellas,1 estrella,hoteleros,extrahoteleros,total
2011,6,Bélgica,6,8,11,1,26,0,26
2011,6,Alemania,39,30,88,37,194,0,194
2011,6,Francia,16,15,65,34,130,0,130
2011,6,Gran Bretaña,25,81,46,4,156,0,156
2011,6,Irlanda,4,5,7,0,16,0,16
2011,6,Italia,17,59,96,42,214,0,214
2011,6,Suecia,2,7,11,0,20,0,20
2011,6,Noruega,0,3,8,0,11,0,11
2011,6,Dinamarca,12,5,11,5,33,0,33
2011,6,Finlandia,8,0,16,3,27,0,27
2011,6,Suiza,4,5,12,5,26,0,26
2011,6,Austria,4,0,1,8,13,0,13
2011,6,Rusia,0,6,20,0,26,0,26
2011,6,Países del Este,6,15,23,68,112,0,112
2011,6,Resto de Europa,14,54,74,4,146,0,146
2011,6,Estados Unidos,21,28,24,3,76,0,76
2011,6,Resto de América,14,146,66,61,287,0,287
2011,6,Resto del Mundo,23,79,44,48,194,0,194
2011,6,TOTAL,3676,3524,4010,857,12067,0,12067
2011,7,España,3307,2672,3448,495,9922,0,9922
2011,7,Holanda,2,10,22,4,38,0,38
2011,7,Bélgica,8,2,12,5,27,0,27
2011,7,Alemania,31,47,109,30,217,0,217
2011,7,Francia,58,85,63,64,270,0,270
2011,7,Gran Bretaña,85,40,57,5,187,0,187
2011,7,Irlanda,2,7,12,0,21,0,21
2011,7,Italia,54,85,86,38,263,0,263
2011,7,Suecia,2,5,9,0,16,0,16
2011,7,Noruega,10,3,2,0,15,0,15
2011,7,Dinamarca,10,0,3,1,14,0,14
2011,7,Finlandia,4,0,26,2,32,0,32
2011,7,Suiza,2,7,2,3,14,0,14
2011,7,Austria,8,2,6,0,16,0,16
2011,7,Rusia,4,17,56,3,80,0,80
2011,7,Países del Este,10,5,23,22,60,0,60
2011,7,Resto de Europa,35,23,74,3,135,0,135
2011,7,Estados Unidos,21,48,17,2,88,0,88
2011,7,Resto de América,6,90,102,48,246,0,246
2011,7,Resto del Mundo,72,150,106,47,375,0,375
2011,7,TOTAL,3731,3298,4235,772,12036,0,12036
2011,8,España,2396,1433,2126,342,6297,0,6297
2011,8,Holanda,20,1,14,3,38,0,38
2011,8,Bélgica,5,8,9,5,27,0,27
2011,8,Alemania,47,64,82,27,220,0,220
2011,8,Francia,54,103,129,95,381,0,381
2011,8,Gran Bretaña,30,36,70,4,140,0,140
2011,8,Irlanda,2,3,3,0,8,0,8
2011,8,Italia,119,46,124,29,318,0,318
2011,8,Suecia,8,1,2,0,11,0,11
2011,8,Noruega,6,13,1,0,20,0,20
2011,8,Dinamarca,10,6,2,3,21,0,21
2011,8,Finlandia,9,0,7,0,16,0,16
2011,8,Suiza,6,3,1,2,12,0,12
2011,8,Austria,11,24,8,1,44,0,44
2011,8,Rusia,7,17,18,0,42,0,42
2011,8,Países del Este,3,8,15,20,46,0,46
2011,8,Resto de Europa,48,75,49,1,173,0,173
2011,8,Estados Unidos,15,19,20,0,54,0,54
2011,8,Resto de América,27,154,84,56,321,0,321
2011,8,Resto del Mundo,72,81,62,28,243,0,243
2011,8,TOTAL,2895,2095,2826,616,8432,0,8432
2011,9,España,3514,2938,3846,457,10755,0,10755
2011,9,Holanda,31,10,27,0,68,0,68
2011,9,Bélgica,21,7,21,12,61,0,61
2011,9,Alemania,56,70,157,30,313,0,313
2011,9,Francia,41,45,68,54,208,0,208
2011,9,Gran Bretaña,45,39,83,8,175,0,175
2011,9,Irlanda,4,4,11,3,22,0,22
2011,9,Italia,54,77,154,27,312,0,312
2011,9,Suecia,17,3,9,0,29,0,29
2011,9,Noruega,0,6,4,3,13,0,13
2011,9,Dinamarca,0,4,14,0,18,0,18
2011,9,Finlandia,4,0,11,0,15,0,15
2011,9,Suiza,4,3,7,3,17,0,17
2011,9,Austria,8,4,8,0,20,0,20
2011,9,Rusia,8,8,19,9,44,0,44
2011,9,Países del Este,10,2,39,65,116,0,116
2011,9,Resto de Europa,16,30,56,6,108,0,108
2011,9,Estados Unidos,16,30,23,2,71,0,71
2011,9,Resto de América,10,301,146,72,529,0,529
2011,9,Resto del Mundo,78,130,82,29,319,0,319
2011,9,TOTAL,3937,3711,4785,780,13213,0,13213
2011,10,España,3720,2756,3567,465,10508,0,10508
2011,10,Holanda,16,18,33,2,69,0,69
2011,10,Bélgica,9,16,39,0,64,0,64
2011,10,Alemania,96,137,210,32,475,0,475
2011,10,Francia,21,175,117,60,373,0,373
2011,10,Gran Bretaña,22,75,107,3,207,0,207
2011,10,Irlanda,4,23,11,0,38,0,38
2011,10,Italia,11,58,111,56,236,0,236
2011,10,Suecia,5,7,37,0,49,0,49
2011,10,Noruega,5,13,52,2,72,0,72
2011,10,Dinamarca,2,11,12,3,28,0,28
2011,10,Finlandia,4,0,46,5,55,0,55
2011,10,Suiza,20,24,35,15,94,0,94
2011,10,Austria,4,12,11,6,33,0,33
2011,10,Rusia,3,20,19,9,51,0,51
2011,10,Países del Este,4,8,43,77,132,0,132
2011,10,Resto de Europa,21,54,107,11,193,0,193
2011,10,Estados Unidos,19,22,28,0,69,0,69
2011,10,Resto de América,27,94,157,68,346,0,346
2011,10,Resto del Mundo,60,130,118,32,340,0,340
2011,10,TOTAL,4073,3653,4860,846,13432,0,13432
2011,11,España,4059,3176,4200,436,11871,0,11871
2011,11,Holanda,17,54,49,6,126,0,126
2011,11,Bélgica,23,34,27,11,95,0,95
2011,11,Alemania,71,113,222,47,453,0,453
2011,11,Francia,43,63,106,74,286,0,286
2011,11,Gran Bretaña,35,128,136,8,307,0,307
2011,11,Irlanda,10,9,20,3,42,0,42
2011,11,Italia,22,87,155,50,314,0,314
2011,11,Suecia,6,4,56,2,68,0,68
2011,11,Noruega,3,14,37,0,54,0,54
2011,11,Dinamarca,0,13,27,3,43,0,43
2011,11,Finlandia,0,10,45,6,61,0,61
2011,11,Suiza,4,17,34,8,63,0,63
2011,11,Austria,2,25,13,2,42,0,42
2011,11,Rusia,2,11,86,8,107,0,107
2011,11,Países del Este,0,27,98,68,193,0,193
2011,11,Resto de Europa,18,49,126,8,201,0,201
2011,11,Estados Unidos,18,50,30,3,101,0,101
2011,11,Resto de América,8,150,145,59,362,0,362
2011,11,Resto del Mundo,24,134,204,36,398,0,398
2011,11,TOTAL,4365,4168,5816,838,15187,0,15187
2011,12,España,2271,2384,3448,438,8541,0,8541
2011,12,Holanda,45,25,53,11,134,0,134
2011,12,Bélgica,23,26,55,18,122,0,122
2011,12,Alemania,208,140,272,50,670,0,670
2011,12,Francia,60,79,121,66,326,0,326
2011,12,Gran Bretaña,107,133,120,35,395,0,395
2011,12,Irlanda,33,16,25,2,76,0,76
2011,12,Italia,39,80,175,38,332,0,332
2011,12,Suecia,16,21,36,3,76,0,76
2011,12,Noruega,16,30,44,2,92,0,92
2011,12,Dinamarca,8,23,43,2,76,0,76
2011,12,Finlandia,4,9,50,5,68,0,68
2011,12,Suiza,12,26,22,2,62,0,62
2011,12,Austria,21,11,18,3,53,0,53
2011,12,Rusia,12,18,80,3,113,0,113
2011,12,Países del Este,25,17,46,83,171,0,171
2011,12,Resto de Europa,27,54,88,8,177,0,177
2011,12,Estados Unidos,8,34,40,5,87,0,87
2011,12,Resto de América,19,226,117,51,413,0,413
2011,12,Resto del Mundo,105,148,172,27,452,0,452
2011,12,TOTAL,3059,3500,5025,852,12436,0,12436
2011,13,España,40506,34752,40492,5349,121099,0,121099
2011,13,Holanda,207,156,403,92,858,0,858
2011,13,Bélgica,226,192,259,103,780,0,780
2011,13,Alemania,999,1221,2032,495,4747,0,4747
2011,13,Francia,513,1074,1199,754,3540,0,3540
2011,13,Gran Bretaña,616,1165,1408,155,3344,0,3344
2011,13,Irlanda,94,143,180,39,456,0,456
2011,13,Italia,550,1060,1608,438,3656,0,3656
2011,13,Suecia,92,89,343,23,547,0,547
2011,13,Noruega,64,162,258,25,509,0,509
2011,13,Dinamarca,97,127,243,53,520,0,520
2011,13,Finlandia,66,89,430,33,618,0,618
2011,13,Suiza,91,193,237,57,578,0,578
2011,13,Austria,91,128,133,38,390,0,390
2011,13,Rusia,55,151,551,53,810,0,810
2011,13,Países del Este,91,142,666,521,1420,0,1420
2011,13,Resto de Europa,283,567,1088,92,2030,0,2030
2011,13,Estados Unidos,240,376,299,26,941,0,941
2011,13,Resto de América,172,1502,1453,565,3692,0,3692
2011,13,Resto del Mundo,701,1771,1403,393,4268,0,4268
2011,13,TOTAL,45754,45060,54685,9304,154803,0,154803
2012,1,España,3870,3015,3511,363,10759,0,10759
2012,1,Holanda,28,9,56,14,107,0,107
2012,1,Bélgica,11,53,44,9,117,0,117
2012,1,Alemania,105,242,239,62,648,0,648
2012,1,Francia,38,83,107,59,287,0,287
2012,1,Gran Bretaña,126,214,179,24,543,0,543
2012,1,Irlanda,17,55,26,3,101,0,101
2012,1,Italia,56,118,183,47,404,0,404
2012,1,Suecia,11,12,65,9,97,0,97
2012,1,Noruega,13,28,34,2,77,0,77
2012,1,Dinamarca,7,23,27,20,77,0,77
2012,1,Finlandia,6,23,61,3,93,0,93
2012,1,Suiza,35,46,53,11,145,0,145
2012,1,Austria,48,18,10,6,82,0,82
2012,1,Rusia,61,21,88,3,173,0,173
2012,1,Países del Este,31,12,72,57,172,0,172
2012,1,Resto de Europa,16,35,118,0,169,0,169
2012,1,Estados Unidos,18,25,26,8,77,0,77
2012,1,Resto de América,13,69,147,65,294,0,294
2012,1,Resto del Mundo,110,256,150,12,528,0,528
2012,1,TOTAL,4620,4357,5196,777,14950,0,14950
2012,2,España,4145,4616,4021,417,13199,0,13199
2012,2,Holanda,39,32,36,2,109,0,109
2012,2,Bélgica,32,40,47,17,136,0,136
2012,2,Alemania,172,249,265,86,772,0,772
2012,2,Francia,80,146,153,45,424,0,424
2012,2,Gran Bretaña,110,437,306,30,883,0,883
2012,2,Irlanda,15,12,28,5,60,0,60
2012,2,Italia,48,150,190,33,421,0,421
2012,2,Suecia,11,95,95,2,203,0,203
2012,2,Noruega,13,53,50,2,118,0,118
2012,2,Dinamarca,22,24,20,2,68,0,68
2012,2,Finlandia,10,109,108,2,229,0,229
2012,2,Suiza,31,28,31,9,99,0,99
2012,2,Austria,12,16,23,15,66,0,66
2012,2,Rusia,31,32,57,8,128,0,128
2012,2,Países del Este,13,42,49,56,160,0,160
2012,2,Resto de Europa,37,98,87,3,225,0,225
2012,2,Estados Unidos,28,44,28,3,103,0,103
2012,2,Resto de América,35,144,112,78,369,0,369
2012,2,Resto del Mundo,53,131,107,14,305,0,305
2012,2,TOTAL,4937,6498,5813,829,18077,0,18077
2012,3,España,4542,4024,2265,347,11178,0,11178
2012,3,Holanda,28,24,18,11,81,0,81
2012,3,Bélgica,24,23,15,2,64,0,64
2012,3,Alemania,161,232,147,80,620,0,620
2012,3,Francia,40,76,95,63,274,0,274
2012,3,Gran Bretaña,92,196,42,30,360,0,360
2012,3,Irlanda,7,12,4,3,26,0,26
2012,3,Italia,39,127,90,44,300,0,300
2012,3,Suecia,9,74,30,2,115,0,115
2012,3,Noruega,9,47,4,0,60,0,60
2012,3,Dinamarca,1,67,5,0,73,0,73
2012,3,Finlandia,4,49,15,2,70,0,70
2012,3,Suiza,27,23,16,9,75,0,75
2012,3,Austria,4,8,3,2,17,0,17
2012,3,Rusia,2,16,32,5,55,0,55
2012,3,Países del Este,7,47,36,47,137,0,137
2012,3,Resto de Europa,27,66,84,3,180,0,180
2012,3,Estados Unidos,28,42,28,2,100,0,100
2012,3,Resto de América,46,149,73,88,356,0,356
2012,3,Resto del Mundo,58,160,46,30,294,0,294
2012,3,TOTAL,5155,5462,3048,770,14435,0,14435
2012,4,España,4029,3165,3059,383,10636,0,10636
2012,4,Holanda,26,26,29,0,81,0,81
2012,4,Bélgica,19,15,28,6,68,0,68
2012,4,Alemania,127,90,112,36,365,0,365
2012,4,Francia,65,77,117,77,336,0,336
2012,4,Gran Bretaña,112,137,94,8,351,0,351
2012,4,Irlanda,5,12,12,0,29,0,29
2012,4,Italia,34,107,106,23,270,0,270
2012,4,Suecia,14,13,12,0,39,0,39
2012,4,Noruega,8,19,17,0,44,0,44
2012,4,Dinamarca,4,3,8,0,15,0,15
2012,4,Finlandia,9,17,23,0,49,0,49
2012,4,Suiza,16,16,16,5,53,0,53
2012,4,Austria,2,10,13,2,27,0,27
2012,4,Rusia,58,111,85,0,254,0,254
2012,4,Países del Este,40,61,70,27,198,0,198
2012,4,Resto de Europa,21,76,105,0,202,0,202
2012,4,Estados Unidos,37,69,40,0,146,0,146
2012,4,Resto de América,24,173,156,63,416,0,416
2012,4,Resto del Mundo,47,91,106,26,270,0,270
2012,4,TOTAL,4697,4288,4208,656,13849,0,13849
2012,5,España,4196,3320,3395,414,11325,0,11325
2012,5,Holanda,18,8,37,3,66,0,66
2012,5,Bélgica,9,4,18,8,39,0,39
2012,5,Alemania,78,51,114,23,266,0,266
2012,5,Francia,71,84,72,32,259,0,259
2012,5,Gran Bretaña,138,41,68,2,249,0,249
2012,5,Irlanda,2,8,8,3,21,0,21
2012,5,Italia,36,151,87,38,312,0,312
2012,5,Suecia,7,4,10,0,21,0,21
2012,5,Noruega,6,0,4,0,10,0,10
2012,5,Dinamarca,2,3,14,0,19,0,19
2012,5,Finlandia,0,1,29,0,30,0,30
2012,5,Suiza,8,6,14,3,31,0,31
2012,5,Austria,0,4,8,8,20,0,20
2012,5,Rusia,7,12,18,12,49,0,49
2012,5,Países del Este,35,14,25,17,91,0,91
2012,5,Resto de Europa,19,87,61,20,187,0,187
2012,5,Estados Unidos,38,30,21,3,92,0,92
2012,5,Resto de América,27,142,129,41,339,0,339
2012,5,Resto del Mundo,52,86,85,32,255,0,255
2012,5,TOTAL,4749,4056,4217,659,13681,0,13681
2012,6,España,5517,3899,1925,374,11715,0,11715
2012,6,Holanda,11,12,4,0,27,0,27
2012,6,Bélgica,29,20,6,9,64,0,64
2012,6,Alemania,90,68,45,11,214,0,214
2012,6,Francia,28,50,40,30,148,0,148
2012,6,Gran Bretaña,80,87,11,9,187,0,187
2012,6,Irlanda,6,12,0,5,23,0,23
2012,6,Italia,73,52,65,27,217,0,217
2012,6,Suecia,0,2,2,0,4,0,4
2012,6,Noruega,0,5,3,0,8,0,8
2012,6,Dinamarca,18,6,1,0,25,0,25
2012,6,Finlandia,0,28,2,2,32,0,32
2012,6,Suiza,21,17,5,0,43,0,43
2012,6,Austria,0,3,1,6,10,0,10
2012,6,Rusia,2,15,17,3,37,0,37
2012,6,Países del Este,6,14,8,29,57,0,57
2012,6,Resto de Europa,13,51,29,3,96,0,96
2012,6,Estados Unidos,27,44,9,5,85,0,85
2012,6,Resto de América,9,171,52,88,320,0,320
2012,6,Resto del Mundo,159,92,40,41,332,0,332
2012,6,TOTAL,6089,4648,2265,642,13644,0,13644
2012,7,España,4383,2628,1703,276,8990,0,8990
2012,7,Holanda,25,14,5,3,47,0,47
2012,7,Bélgica,13,8,6,9,36,0,36
2012,7,Alemania,83,254,30,27,394,0,394
2012,7,Francia,94,62,64,59,279,0,279
2012,7,Gran Bretaña,157,376,20,3,556,0,556
2012,7,Irlanda,8,7,2,1,18,0,18
2012,7,Italia,66,57,71,23,217,0,217
2012,7,Suecia,17,3,2,0,22,0,22
2012,7,Noruega,12,5,6,0,23,0,23
2012,7,Dinamarca,3,3,2,0,8,0,8
2012,7,Finlandia,1,23,3,0,27,0,27
2012,7,Suiza,17,6,3,0,26,0,26
2012,7,Austria,7,4,2,1,14,0,14
2012,7,Rusia,20,42,31,6,99,0,99
2012,7,Países del Este,76,56,15,4,151,0,151
2012,7,Resto de Europa,36,75,50,5,166,0,166
2012,7,Estados Unidos,84,41,7,1,133,0,133
2012,7,Resto de América,41,159,66,30,296,0,296
2012,7,Resto del Mundo,103,96,36,13,248,0,248
2012,7,TOTAL,5246,3919,2124,461,11750,0,11750
2012,8,España,3248,2058,1049,285,6640,0,6640
2012,8,Holanda,66,23,7,2,98,0,98
2012,8,Bélgica,27,23,0,3,53,0,53
2012,8,Alemania,117,87,33,17,254,0,254
2012,8,Francia,190,79,58,51,378,0,378
2012,8,Gran Bretaña,177,260,30,2,469,0,469
2012,8,Irlanda,17,7,0,6,30,0,30
2012,8,Italia,166,128,297,66,657,0,657
2012,8,Suecia,6,6,1,2,15,0,15
2012,8,Noruega,2,18,4,3,27,0,27
2012,8,Dinamarca,14,8,0,0,22,0,22
2012,8,Finlandia,9,27,0,0,36,0,36
2012,8,Suiza,6,20,4,11,41,0,41
2012,8,Austria,2,0,6,8,16,0,16
2012,8,Rusia,20,30,14,3,67,0,67
2012,8,Países del Este,204,42,12,27,285,0,285
2012,8,Resto de Europa,13,39,40,12,104,0,104
2012,8,Estados Unidos,27,4,4,0,35,0,35
2012,8,Resto de América,63,120,82,50,315,0,315
2012,8,Resto del Mundo,136,68,64,20,288,0,288
2012,8,TOTAL,4510,3047,1705,568,9830,0,9830
2012,9,España,4279,2761,1780,337,9157,0,9157
2012,9,Holanda,37,11,27,0,75,0,75
2012,9,Bélgica,42,13,12,0,67,0,67
2012,9,Alemania,316,164,85,24,589,0,589
2012,9,Francia,65,60,73,30,228,0,228
2012,9,Gran Bretaña,114,68,17,3,202,0,202
2012,9,Irlanda,12,17,9,3,41,0,41
2012,9,Italia,65,93,49,38,245,0,245
2012,9,Suecia,13,4,1,0,18,0,18
2012,9,Noruega,11,8,2,0,21,0,21
2012,9,Dinamarca,6,0,1,0,7,0,7
2012,9,Finlandia,11,15,6,3,35,0,35
2012,9,Suiza,51,17,4,3,75,0,75
2012,9,Austria,10,8,8,2,28,0,28
2012,9,Rusia,31,28,19,3,81,0,81
2012,9,Países del Este,90,16,23,24,153,0,153
2012,9,Resto de Europa,24,79,46,3,152,0,152
2012,9,Estados Unidos,29,34,4,20,87,0,87
2012,9,Resto de América,46,195,136,47,424,0,424
2012,9,Resto del Mundo,142,81,24,12,259,0,259
2012,9,TOTAL,5394,3672,2326,552,11944,0,11944
2012,10,España,4478,4072,2027,441,11018,0,11018
2012,10,Holanda,38,38,20,2,98,0,98
2012,10,Bélgica,24,16,6,6,52,0,52
2012,10,Alemania,166,179,119,27,491,0,491
2012,10,Francia,57,79,76,26,238,0,238
2012,10,Gran Bretaña,281,220,20,3,524,0,524
2012,10,Irlanda,4,70,1,2,77,0,77
2012,10,Italia,53,102,67,23,245,0,245
2012,10,Suecia,27,26,13,2,68,0,68
2012,10,Noruega,12,25,3,0,40,0,40
2012,10,Dinamarca,7,19,6,0,32,0,32
2012,10,Finlandia,3,70,5,0,78,0,78
2012,10,Suiza,31,42,14,11,98,0,98
2012,10,Austria,8,8,14,0,30,0,30
2012,10,Rusia,32,54,52,6,144,0,144
2012,10,Países del Este,78,223,19,8,328,0,328
2012,10,Resto de Europa,25,75,53,35,188,0,188
2012,10,Estados Unidos,75,47,8,0,130,0,130
2012,10,Resto de América,46,186,94,30,356,0,356
2012,10,Resto del Mundo,91,80,56,72,299,0,299
2012,10,TOTAL,5536,5631,2673,694,14534,0,14534
2012,11,España,4622,4062,2122,442,11248,0,11248
2012,11,Holanda,41,52,26,11,130,0,130
2012,11,Bélgica,41,21,20,8,90,0,90
2012,11,Alemania,271,206,132,47,656,0,656
2012,11,Francia,91,131,97,80,399,0,399
2012,11,Gran Bretaña,242,972,48,8,1270,0,1270
2012,11,Irlanda,60,23,15,2,100,0,100
2012,11,Italia,126,156,72,60,414,0,414
2012,11,Suecia,102,68,25,5,200,0,200
2012,11,Noruega,65,59,19,5,148,0,148
2012,11,Dinamarca,28,77,4,2,111,0,111
2012,11,Finlandia,36,62,19,0,117,0,117
2012,11,Suiza,40,44,18,3,105,0,105
2012,11,Austria,21,15,6,3,45,0,45
2012,11,Rusia,77,48,43,5,173,0,173
2012,11,Países del Este,11,32,28,3,74,0,74
2012,11,Resto de Europa,62,119,45,32,258,0,258
2012,11,Estados Unidos,48,47,11,12,118,0,118
2012,11,Resto de América,50,186,46,32,314,0,314
2012,11,Resto del Mundo,206,191,85,21,503,0,503
2012,11,TOTAL,6240,6571,2881,781,16473,0,16473
2012,12,España,3965,3243,1982,394,9584,0,9584
2012,12,Holanda,49,29,30,6,114,0,114
2012,12,Bélgica,52,32,17,3,104,0,104
2012,12,Alemania,528,274,145,74,1021,0,1021
2012,12,Francia,108,120,93,59,380,0,380
2012,12,Gran Bretaña,279,207,76,21,583,0,583
2012,12,Irlanda,60,18,13,8,99,0,99
2012,12,Italia,76,143,88,21,328,0,328
2012,12,Suecia,173,81,53,5,312,0,312
2012,12,Noruega,133,58,29,2,222,0,222
2012,12,Dinamarca,48,47,20,6,121,0,121
2012,12,Finlandia,72,63,36,5,176,0,176
2012,12,Suiza,42,55,17,9,123,0,123
2012,12,Austria,44,19,11,3,77,0,77
2012,12,Rusia,30,56,38,6,130,0,130
2012,12,Países del Este,24,53,47,2,126,0,126
2012,12,Resto de Europa,52,135,55,30,272,0,272
2012,12,Estados Unidos,96,69,15,5,185,0,185
2012,12,Resto de América,13,180,67,39,299,0,299
2012,12,Resto del Mundo,122,188,74,32,416,0,416
2012,12,TOTAL,5966,5070,2906,730,14672,0,14672
2012,13,España,51274,40863,28839,4473,125449,0,125449
2012,13,Holanda,406,278,295,54,1033,0,1033
2012,13,Bélgica,323,268,219,80,890,0,890
2012,13,Alemania,2214,2096,1466,514,6290,0,6290
2012,13,Francia,927,1047,1045,611,3630,0,3630
2012,13,Gran Bretaña,1908,3215,911,143,6177,0,6177
2012,13,Irlanda,213,253,118,41,625,0,625
2012,13,Italia,838,1384,1365,443,4030,0,4030
2012,13,Suecia,390,388,309,27,1114,0,1114
2012,13,Noruega,284,325,175,14,798,0,798
2012,13,Dinamarca,160,280,108,30,578,0,578
2012,13,Finlandia,161,487,307,17,972,0,972
2012,13,Suiza,325,320,195,74,914,0,914
2012,13,Austria,158,113,105,56,432,0,432
2012,13,Rusia,371,465,494,60,1390,0,1390
2012,13,Países del Este,615,612,404,301,1932,0,1932
2012,13,Resto de Europa,345,935,773,146,2199,0,2199
2012,13,Estados Unidos,535,496,201,59,1291,0,1291
2012,13,Resto de América,413,1874,1160,651,4098,0,4098
2012,13,Resto del Mundo,1279,1520,873,325,3997,0,3997
2012,13,TOTAL,63139,57219,39362,8119,167839,0,167839
2013,1,España,4449,4172,2319,528,11468,0,11468
2013,1,Holanda,39,41,42,12,134,0,134
2013,1,Bélgica,64,54,23,15,156,0,156
2013,1,Alemania,188,366,127,81,762,0,762
2013,1,Francia,93,109,101,83,386,0,386
2013,1,Gran Bretaña,400,224,93,33,750,0,750
2013,1,Irlanda,25,14,15,2,56,0,56
2013,1,Italia,66,147,97,66,376,0,376
2013,1,Suecia,177,29,39,6,251,0,251
2013,1,Noruega,127,55,31,9,222,0,222
2013,1,Dinamarca,69,37,24,6,136,0,136
2013,1,Finlandia,52,74,20,8,154,0,154
2013,1,Suiza,46,47,19,6,118,0,118
2013,1,Austria,23,36,11,9,79,0,79
2013,1,Rusia,156,99,68,18,341,0,341
2013,1,Países del Este,180,45,52,15,292,0,292
2013,1,Resto de Europa,26,91,104,66,287,0,287
2013,1,Estados Unidos,30,19,19,6,74,0,74
2013,1,Resto de América,28,138,80,56,302,0,302
2013,1,Resto del Mundo,91,114,58,35,298,0,298
2013,1,TOTAL,6329,5911,3342,1060,16642,0,16642
2013,2,España,4353,4576,2502,724,12155,0,12155
2013,2,Holanda,44,26,20,3,93,0,93
2013,2,Bélgica,41,47,29,11,128,0,128
2013,2,Alemania,194,167,150,91,602,0,602
2013,2,Francia,146,162,118,94,520,0,520
2013,2,Gran Bretaña,325,214,68,36,643,0,643
2013,2,Irlanda,71,36,12,2,121,0,121
2013,2,Italia,77,166,85,72,400,0,400
2013,2,Suecia,151,69,26,6,252,0,252
2013,2,Noruega,108,95,23,5,231,0,231
2013,2,Dinamarca,61,42,16,9,128,0,128
2013,2,Finlandia,37,93,12,0,142,0,142
2013,2,Suiza,31,36,14,18,99,0,99
2013,2,Austria,78,20,6,6,110,0,110
2013,2,Rusia,33,63,34,5,135,0,135
2013,2,Países del Este,267,91,26,14,398,0,398
2013,2,Resto de Europa,22,95,52,26,195,0,195
2013,2,Estados Unidos,53,41,13,11,118,0,118
2013,2,Resto de América,32,128,78,48,286,0,286
2013,2,Resto del Mundo,79,129,70,17,295,0,295
2013,2,TOTAL,6203,6296,3354,1198,17051,0,17051
2013,3,España,5026,3713,1762,639,11140,0,11140
2013,3,Holanda,87,28,21,6,142,0,142
2013,3,Bélgica,58,35,12,8,113,0,113
2013,3,Alemania,206,242,133,89,670,0,670
2013,3,Francia,285,199,147,81,712,0,712
2013,3,Gran Bretaña,277,274,44,20,615,0,615
2013,3,Irlanda,23,203,11,6,243,0,243
2013,3,Italia,62,207,76,56,401,0,401
2013,3,Suecia,149,80,5,2,236,0,236
2013,3,Noruega,109,45,28,3,185,0,185
2013,3,Dinamarca,48,63,4,2,117,0,117
2013,3,Finlandia,40,99,11,3,153,0,153
2013,3,Suiza,19,30,6,6,61,0,61
2013,3,Austria,25,64,5,3,97,0,97
2013,3,Rusia,17,38,46,17,118,0,118
2013,3,Países del Este,79,60,26,3,168,0,168
2013,3,Resto de Europa,11,118,82,74,285,0,285
2013,3,Estados Unidos,38,36,19,20,113,0,113
2013,3,Resto de América,39,142,53,41,275,0,275
2013,3,Resto del Mundo,108,127,58,44,337,0,337
2013,3,TOTAL,6706,5803,2549,1123,16181,0,16181
2013,4,España,4397,3391,1765,515,10068,0,10068
2013,4,Holanda,31,36,12,8,87,0,87
2013,4,Bélgica,42,17,2,12,73,0,73
2013,4,Alemania,137,144,60,44,385,0,385
2013,4,Francia,104,120,141,85,450,0,450
2013,4,Gran Bretaña,158,141,24,17,340,0,340
2013,4,Irlanda,18,20,9,0,47,0,47
2013,4,Italia,69,101,52,65,287,0,287
2013,4,Suecia,90,32,4,0,126,0,126
2013,4,Noruega,23,28,3,8,62,0,62
2013,4,Dinamarca,24,11,1,2,38,0,38
2013,4,Finlandia,27,29,11,3,70,0,70
2013,4,Suiza,41,24,15,5,85,0,85
2013,4,Austria,22,6,3,5,36,0,36
2013,4,Rusia,54,44,33,12,143,0,143
2013,4,Países del Este,171,44,16,14,245,0,245
2013,4,Resto de Europa,21,100,44,39,204,0,204
2013,4,Estados Unidos,39,34,12,8,93,0,93
2013,4,Resto de América,29,123,50,57,259,0,259
2013,4,Resto del Mundo,76,126,44,39,285,0,285
2013,4,TOTAL,5573,4571,2301,938,13383,0,13383
2013,5,España,4420,3386,1788,501,10095,0,10095
2013,5,Holanda,22,25,10,0,57,0,57
2013,5,Bélgica,30,23,8,0,61,0,61
2013,5,Alemania,92,110,50,24,276,0,276
2013,5,Francia,90,133,100,62,385,0,385
2013,5,Gran Bretaña,111,99,42,9,261,0,261
2013,5,Irlanda,5,3,6,2,16,0,16
2013,5,Italia,29,86,48,45,208,0,208
2013,5,Suecia,16,3,2,3,24,0,24
2013,5,Noruega,7,5,4,0,16,0,16
2013,5,Dinamarca,3,7,0,2,12,0,12
2013,5,Finlandia,2,4,5,0,11,0,11
2013,5,Suiza,23,13,9,5,50,0,50
2013,5,Austria,9,2,5,6,22,0,22
2013,5,Rusia,23,21,41,15,100,0,100
2013,5,Países del Este,116,27,20,8,171,0,171
2013,5,Resto de Europa,39,56,44,18,157,0,157
2013,5,Estados Unidos,56,22,5,0,83,0,83
2013,5,Resto de América,29,145,46,47,267,0,267
2013,5,Resto del Mundo,102,94,50,20,266,0,266
2013,5,TOTAL,5224,4264,2283,767,12538,0,12538
2013,6,España,4323,3462,1801,604,10190,0,10190
2013,6,Holanda,21,19,12,3,55,0,55
2013,6,Bélgica,26,21,5,2,54,0,54
2013,6,Alemania,104,122,49,11,286,0,286
2013,6,Francia,38,155,48,59,300,0,300
